"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Month","Month Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Other bacterial diseases","A30-A49","2013","2013","Mar., 2013","2013/03","25-34 years","25-34",167,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Mar., 2013","2013/03","35-44 years","35-44",349,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Mar., 2013","2013/03","45-54 years","45-54",1066,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Mar., 2013","2013/03","55-64 years","55-64",2307,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Mar., 2013","2013/03","65-74 years","65-74",3224,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Mar., 2013","2013/03","75-84 years","75-84",4129,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Mar., 2013","2013/03","85+ years","85+",4283,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Apr., 2013","2013/04","< 1 year","1",23,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Apr., 2013","2013/04","1-4 years","1-4",12,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Apr., 2013","2013/04","5-14 years","5-14",23,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Apr., 2013","2013/04","15-24 years","15-24",56,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Apr., 2013","2013/04","25-34 years","25-34",145,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Apr., 2013","2013/04","35-44 years","35-44",304,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Apr., 2013","2013/04","45-54 years","45-54",1020,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Apr., 2013","2013/04","55-64 years","55-64",2060,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Apr., 2013","2013/04","65-74 years","65-74",2887,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Apr., 2013","2013/04","75-84 years","75-84",3827,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Apr., 2013","2013/04","85+ years","85+",3872,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","May, 2013","2013/05","< 1 year","1",42,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","May, 2013","2013/05","1-4 years","1-4",18,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","May, 2013","2013/05","5-14 years","5-14",14,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","May, 2013","2013/05","15-24 years","15-24",43,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","May, 2013","2013/05","25-34 years","25-34",136,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","May, 2013","2013/05","35-44 years","35-44",343,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","May, 2013","2013/05","45-54 years","45-54",942,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","May, 2013","2013/05","55-64 years","55-64",2031,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","May, 2013","2013/05","65-74 years","65-74",2826,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","May, 2013","2013/05","75-84 years","75-84",3618,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","May, 2013","2013/05","85+ years","85+",3497,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","May, 2013","2013/05","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jun., 2013","2013/06","< 1 year","1",28,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jun., 2013","2013/06","1-4 years","1-4",13,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jun., 2013","2013/06","5-14 years","5-14",15,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jun., 2013","2013/06","15-24 years","15-24",45,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jun., 2013","2013/06","25-34 years","25-34",128,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jun., 2013","2013/06","35-44 years","35-44",288,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jun., 2013","2013/06","45-54 years","45-54",908,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jun., 2013","2013/06","55-64 years","55-64",2121,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jun., 2013","2013/06","65-74 years","65-74",2642,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jun., 2013","2013/06","75-84 years","75-84",3394,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jun., 2013","2013/06","85+ years","85+",3308,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jul., 2013","2013/07","< 1 year","1",33,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jul., 2013","2013/07","1-4 years","1-4",14,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jul., 2013","2013/07","5-14 years","5-14",17,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jul., 2013","2013/07","15-24 years","15-24",72,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jul., 2013","2013/07","25-34 years","25-34",162,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jul., 2013","2013/07","35-44 years","35-44",327,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jul., 2013","2013/07","45-54 years","45-54",947,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jul., 2013","2013/07","55-64 years","55-64",2040,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jul., 2013","2013/07","65-74 years","65-74",2786,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jul., 2013","2013/07","75-84 years","75-84",3449,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Jul., 2013","2013/07","85+ years","85+",3441,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Aug., 2013","2013/08","< 1 year","1",42,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Aug., 2013","2013/08","1-4 years","1-4",10,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Aug., 2013","2013/08","5-14 years","5-14",13,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Aug., 2013","2013/08","15-24 years","15-24",62,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Aug., 2013","2013/08","25-34 years","25-34",146,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Aug., 2013","2013/08","35-44 years","35-44",309,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Aug., 2013","2013/08","45-54 years","45-54",931,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Aug., 2013","2013/08","55-64 years","55-64",2058,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Aug., 2013","2013/08","65-74 years","65-74",2914,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Aug., 2013","2013/08","75-84 years","75-84",3611,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Aug., 2013","2013/08","85+ years","85+",3494,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Aug., 2013","2013/08","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Sep., 2013","2013/09","< 1 year","1",33,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Sep., 2013","2013/09","1-4 years","1-4",15,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Sep., 2013","2013/09","5-14 years","5-14",13,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Sep., 2013","2013/09","15-24 years","15-24",50,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Sep., 2013","2013/09","25-34 years","25-34",137,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Sep., 2013","2013/09","35-44 years","35-44",282,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Sep., 2013","2013/09","45-54 years","45-54",967,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Sep., 2013","2013/09","55-64 years","55-64",2012,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Sep., 2013","2013/09","65-74 years","65-74",2794,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Sep., 2013","2013/09","75-84 years","75-84",3420,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Sep., 2013","2013/09","85+ years","85+",3433,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Sep., 2013","2013/09","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Oct., 2013","2013/10","< 1 year","1",34,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Oct., 2013","2013/10","1-4 years","1-4",13,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Oct., 2013","2013/10","5-14 years","5-14",16,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Oct., 2013","2013/10","15-24 years","15-24",51,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Oct., 2013","2013/10","25-34 years","25-34",144,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Oct., 2013","2013/10","35-44 years","35-44",314,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Oct., 2013","2013/10","45-54 years","45-54",954,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Oct., 2013","2013/10","55-64 years","55-64",2169,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Oct., 2013","2013/10","65-74 years","65-74",3025,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Oct., 2013","2013/10","75-84 years","75-84",3714,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Oct., 2013","2013/10","85+ years","85+",3730,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","< 1 year","1",28,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","1-4 years","1-4",13,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","5-14 years","5-14",23,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","15-24 years","15-24",51,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","25-34 years","25-34",149,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","35-44 years","35-44",348,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","45-54 years","45-54",999,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","55-64 years","55-64",2068,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","65-74 years","65-74",3027,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","75-84 years","75-84",3680,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Nov., 2013","2013/11","85+ years","85+",3804,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","< 1 year","1",47,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","1-4 years","1-4",31,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","5-14 years","5-14",28,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","15-24 years","15-24",55,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","25-34 years","25-34",183,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","35-44 years","35-44",346,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","45-54 years","45-54",1166,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","55-64 years","55-64",2467,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","65-74 years","65-74",3401,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","75-84 years","75-84",4186,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","85+ years","85+",4164,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2013","2013","Dec., 2013","2013/12","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","< 1 year","1",42,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","1-4 years","1-4",22,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","5-14 years","5-14",25,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","15-24 years","15-24",58,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","25-34 years","25-34",203,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","35-44 years","35-44",468,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","45-54 years","45-54",1333,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","55-64 years","55-64",2899,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","65-74 years","65-74",3672,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","75-84 years","75-84",4386,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","85+ years","85+",4576,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jan., 2014","2014/01","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","< 1 year","1",33,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","1-4 years","1-4",11,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","5-14 years","5-14",18,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","15-24 years","15-24",65,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","25-34 years","25-34",148,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","35-44 years","35-44",345,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","45-54 years","45-54",1072,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","55-64 years","55-64",2402,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","65-74 years","65-74",3169,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","75-84 years","75-84",3856,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","85+ years","85+",3978,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Feb., 2014","2014/02","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","< 1 year","1",34,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","1-4 years","1-4",17,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","5-14 years","5-14",18,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","15-24 years","15-24",76,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","25-34 years","25-34",145,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","35-44 years","35-44",332,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","45-54 years","45-54",1054,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","55-64 years","55-64",2483,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","65-74 years","65-74",3356,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","75-84 years","75-84",4190,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Mar., 2014","2014/03","85+ years","85+",4129,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","< 1 year","1",29,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","5-14 years","5-14",12,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","15-24 years","15-24",51,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","25-34 years","25-34",148,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","35-44 years","35-44",322,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","45-54 years","45-54",996,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","55-64 years","55-64",2187,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","65-74 years","65-74",3138,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","75-84 years","75-84",3813,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Apr., 2014","2014/04","85+ years","85+",3953,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","< 1 year","1",32,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","1-4 years","1-4",13,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","5-14 years","5-14",19,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","15-24 years","15-24",64,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","25-34 years","25-34",137,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","35-44 years","35-44",327,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","45-54 years","45-54",985,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","55-64 years","55-64",2188,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","65-74 years","65-74",3147,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","75-84 years","75-84",3711,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","May, 2014","2014/05","85+ years","85+",3993,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","< 1 year","1",34,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","1-4 years","1-4",13,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","5-14 years","5-14",20,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","15-24 years","15-24",59,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","25-34 years","25-34",153,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","35-44 years","35-44",351,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","45-54 years","45-54",972,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","55-64 years","55-64",2112,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","65-74 years","65-74",3059,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","75-84 years","75-84",3564,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jun., 2014","2014/06","85+ years","85+",3513,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","< 1 year","1",26,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","1-4 years","1-4",10,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","5-14 years","5-14",18,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","15-24 years","15-24",63,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","25-34 years","25-34",143,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","35-44 years","35-44",343,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","45-54 years","45-54",964,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","55-64 years","55-64",2240,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","65-74 years","65-74",3230,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","75-84 years","75-84",3760,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","85+ years","85+",3701,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Jul., 2014","2014/07","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","< 1 year","1",38,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","1-4 years","1-4",10,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","5-14 years","5-14",20,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","15-24 years","15-24",57,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","25-34 years","25-34",140,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","35-44 years","35-44",344,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","45-54 years","45-54",969,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","55-64 years","55-64",2189,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","65-74 years","65-74",3041,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","75-84 years","75-84",3634,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","85+ years","85+",3632,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Aug., 2014","2014/08","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","< 1 year","1",37,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","1-4 years","1-4",14,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","5-14 years","5-14",16,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","15-24 years","15-24",49,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","25-34 years","25-34",138,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","35-44 years","35-44",347,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","45-54 years","45-54",1014,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","55-64 years","55-64",2096,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","65-74 years","65-74",3138,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","75-84 years","75-84",3594,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","85+ years","85+",3673,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Sep., 2014","2014/09","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","< 1 year","1",38,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","1-4 years","1-4",17,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","5-14 years","5-14",25,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","15-24 years","15-24",59,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","25-34 years","25-34",161,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2014","2014","Oct., 2014","2014/10","35-44 years","35-44",301,Not Applicable,Not Applicable
