"Notes","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code","Year","Year Code","Month","Month Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Other bacterial diseases","A30-A49","2016","2016","May, 2016","2016/05","85+ years","85+",4115,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","May, 2016","2016/05","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jun., 2016","2016/06","< 1 year","1",36,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jun., 2016","2016/06","1-4 years","1-4",19,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jun., 2016","2016/06","5-14 years","5-14",19,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jun., 2016","2016/06","15-24 years","15-24",61,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jun., 2016","2016/06","25-34 years","25-34",180,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jun., 2016","2016/06","35-44 years","35-44",387,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jun., 2016","2016/06","45-54 years","45-54",978,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jun., 2016","2016/06","55-64 years","55-64",2277,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jun., 2016","2016/06","65-74 years","65-74",3404,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jun., 2016","2016/06","75-84 years","75-84",3752,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jun., 2016","2016/06","85+ years","85+",3829,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jul., 2016","2016/07","< 1 year","1",47,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jul., 2016","2016/07","1-4 years","1-4",16,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jul., 2016","2016/07","5-14 years","5-14",19,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jul., 2016","2016/07","15-24 years","15-24",59,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jul., 2016","2016/07","25-34 years","25-34",179,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jul., 2016","2016/07","35-44 years","35-44",345,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jul., 2016","2016/07","45-54 years","45-54",1035,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jul., 2016","2016/07","55-64 years","55-64",2399,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jul., 2016","2016/07","65-74 years","65-74",3531,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jul., 2016","2016/07","75-84 years","75-84",3911,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jul., 2016","2016/07","85+ years","85+",3993,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Jul., 2016","2016/07","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Aug., 2016","2016/08","< 1 year","1",53,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Aug., 2016","2016/08","1-4 years","1-4",12,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Aug., 2016","2016/08","5-14 years","5-14",24,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Aug., 2016","2016/08","15-24 years","15-24",74,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Aug., 2016","2016/08","25-34 years","25-34",180,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Aug., 2016","2016/08","35-44 years","35-44",348,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Aug., 2016","2016/08","45-54 years","45-54",989,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Aug., 2016","2016/08","55-64 years","55-64",2397,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Aug., 2016","2016/08","65-74 years","65-74",3525,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Aug., 2016","2016/08","75-84 years","75-84",4036,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Aug., 2016","2016/08","85+ years","85+",3846,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Aug., 2016","2016/08","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Sep., 2016","2016/09","< 1 year","1",41,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Sep., 2016","2016/09","1-4 years","1-4",17,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Sep., 2016","2016/09","5-14 years","5-14",23,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Sep., 2016","2016/09","15-24 years","15-24",58,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Sep., 2016","2016/09","25-34 years","25-34",162,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Sep., 2016","2016/09","35-44 years","35-44",369,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Sep., 2016","2016/09","45-54 years","45-54",1011,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Sep., 2016","2016/09","55-64 years","55-64",2418,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Sep., 2016","2016/09","65-74 years","65-74",3465,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Sep., 2016","2016/09","75-84 years","75-84",3924,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Sep., 2016","2016/09","85+ years","85+",3907,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Sep., 2016","2016/09","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Oct., 2016","2016/10","< 1 year","1",40,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Oct., 2016","2016/10","1-4 years","1-4",21,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Oct., 2016","2016/10","5-14 years","5-14",16,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Oct., 2016","2016/10","15-24 years","15-24",61,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Oct., 2016","2016/10","25-34 years","25-34",194,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Oct., 2016","2016/10","35-44 years","35-44",365,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Oct., 2016","2016/10","45-54 years","45-54",1088,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Oct., 2016","2016/10","55-64 years","55-64",2449,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Oct., 2016","2016/10","65-74 years","65-74",3682,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Oct., 2016","2016/10","75-84 years","75-84",4069,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Oct., 2016","2016/10","85+ years","85+",4313,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Nov., 2016","2016/11","< 1 year","1",41,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Nov., 2016","2016/11","1-4 years","1-4",20,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Nov., 2016","2016/11","5-14 years","5-14",33,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Nov., 2016","2016/11","15-24 years","15-24",62,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Nov., 2016","2016/11","25-34 years","25-34",152,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Nov., 2016","2016/11","35-44 years","35-44",368,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Nov., 2016","2016/11","45-54 years","45-54",994,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Nov., 2016","2016/11","55-64 years","55-64",2528,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Nov., 2016","2016/11","65-74 years","65-74",3590,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Nov., 2016","2016/11","75-84 years","75-84",4083,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Nov., 2016","2016/11","85+ years","85+",4315,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Nov., 2016","2016/11","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Dec., 2016","2016/12","< 1 year","1",41,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Dec., 2016","2016/12","1-4 years","1-4",14,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Dec., 2016","2016/12","5-14 years","5-14",22,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Dec., 2016","2016/12","15-24 years","15-24",76,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Dec., 2016","2016/12","25-34 years","25-34",197,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Dec., 2016","2016/12","35-44 years","35-44",427,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Dec., 2016","2016/12","45-54 years","45-54",1048,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Dec., 2016","2016/12","55-64 years","55-64",2726,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Dec., 2016","2016/12","65-74 years","65-74",4091,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Dec., 2016","2016/12","75-84 years","75-84",4458,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Dec., 2016","2016/12","85+ years","85+",4908,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2016","2016","Dec., 2016","2016/12","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jan., 2017","2017/01","< 1 year","1",41,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jan., 2017","2017/01","1-4 years","1-4",11,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jan., 2017","2017/01","5-14 years","5-14",22,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jan., 2017","2017/01","15-24 years","15-24",59,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jan., 2017","2017/01","25-34 years","25-34",199,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jan., 2017","2017/01","35-44 years","35-44",408,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jan., 2017","2017/01","45-54 years","45-54",1171,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jan., 2017","2017/01","55-64 years","55-64",2944,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jan., 2017","2017/01","65-74 years","65-74",4450,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jan., 2017","2017/01","75-84 years","75-84",4940,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jan., 2017","2017/01","85+ years","85+",5556,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Feb., 2017","2017/02","< 1 year","1",34,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Feb., 2017","2017/02","1-4 years","1-4",12,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Feb., 2017","2017/02","5-14 years","5-14",31,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Feb., 2017","2017/02","15-24 years","15-24",51,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Feb., 2017","2017/02","25-34 years","25-34",166,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Feb., 2017","2017/02","35-44 years","35-44",387,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Feb., 2017","2017/02","45-54 years","45-54",1041,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Feb., 2017","2017/02","55-64 years","55-64",2519,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Feb., 2017","2017/02","65-74 years","65-74",4050,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Feb., 2017","2017/02","75-84 years","75-84",4470,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Feb., 2017","2017/02","85+ years","85+",4784,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Feb., 2017","2017/02","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Mar., 2017","2017/03","< 1 year","1",40,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Mar., 2017","2017/03","1-4 years","1-4",18,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Mar., 2017","2017/03","5-14 years","5-14",24,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Mar., 2017","2017/03","15-24 years","15-24",59,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Mar., 2017","2017/03","25-34 years","25-34",192,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Mar., 2017","2017/03","35-44 years","35-44",406,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Mar., 2017","2017/03","45-54 years","45-54",1115,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Mar., 2017","2017/03","55-64 years","55-64",2721,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Mar., 2017","2017/03","65-74 years","65-74",4181,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Mar., 2017","2017/03","75-84 years","75-84",4834,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Mar., 2017","2017/03","85+ years","85+",5018,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Mar., 2017","2017/03","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Apr., 2017","2017/04","< 1 year","1",33,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Apr., 2017","2017/04","1-4 years","1-4",14,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Apr., 2017","2017/04","5-14 years","5-14",18,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Apr., 2017","2017/04","15-24 years","15-24",60,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Apr., 2017","2017/04","25-34 years","25-34",168,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Apr., 2017","2017/04","35-44 years","35-44",375,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Apr., 2017","2017/04","45-54 years","45-54",985,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Apr., 2017","2017/04","55-64 years","55-64",2562,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Apr., 2017","2017/04","65-74 years","65-74",3783,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Apr., 2017","2017/04","75-84 years","75-84",4364,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Apr., 2017","2017/04","85+ years","85+",4417,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Apr., 2017","2017/04","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","May, 2017","2017/05","< 1 year","1",42,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","May, 2017","2017/05","1-4 years","1-4",10,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","May, 2017","2017/05","5-14 years","5-14",22,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","May, 2017","2017/05","15-24 years","15-24",61,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","May, 2017","2017/05","25-34 years","25-34",209,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","May, 2017","2017/05","35-44 years","35-44",350,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","May, 2017","2017/05","45-54 years","45-54",945,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","May, 2017","2017/05","55-64 years","55-64",2485,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","May, 2017","2017/05","65-74 years","65-74",3696,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","May, 2017","2017/05","75-84 years","75-84",4095,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","May, 2017","2017/05","85+ years","85+",4182,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","May, 2017","2017/05","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jun., 2017","2017/06","< 1 year","1",39,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jun., 2017","2017/06","1-4 years","1-4",19,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jun., 2017","2017/06","5-14 years","5-14",17,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jun., 2017","2017/06","15-24 years","15-24",64,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jun., 2017","2017/06","25-34 years","25-34",165,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jun., 2017","2017/06","35-44 years","35-44",372,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jun., 2017","2017/06","45-54 years","45-54",982,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jun., 2017","2017/06","55-64 years","55-64",2412,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jun., 2017","2017/06","65-74 years","65-74",3543,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jun., 2017","2017/06","75-84 years","75-84",3978,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jun., 2017","2017/06","85+ years","85+",3918,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jun., 2017","2017/06","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jul., 2017","2017/07","< 1 year","1",23,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jul., 2017","2017/07","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jul., 2017","2017/07","5-14 years","5-14",15,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jul., 2017","2017/07","15-24 years","15-24",46,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jul., 2017","2017/07","25-34 years","25-34",163,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jul., 2017","2017/07","35-44 years","35-44",392,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jul., 2017","2017/07","45-54 years","45-54",1001,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jul., 2017","2017/07","55-64 years","55-64",2484,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jul., 2017","2017/07","65-74 years","65-74",3631,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jul., 2017","2017/07","75-84 years","75-84",3934,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Jul., 2017","2017/07","85+ years","85+",3818,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Aug., 2017","2017/08","< 1 year","1",36,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Aug., 2017","2017/08","1-4 years","1-4",12,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Aug., 2017","2017/08","5-14 years","5-14",12,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Aug., 2017","2017/08","15-24 years","15-24",60,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Aug., 2017","2017/08","25-34 years","25-34",185,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Aug., 2017","2017/08","35-44 years","35-44",368,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Aug., 2017","2017/08","45-54 years","45-54",1000,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Aug., 2017","2017/08","55-64 years","55-64",2419,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Aug., 2017","2017/08","65-74 years","65-74",3625,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Aug., 2017","2017/08","75-84 years","75-84",3991,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Aug., 2017","2017/08","85+ years","85+",3902,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Aug., 2017","2017/08","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Sep., 2017","2017/09","< 1 year","1",38,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Sep., 2017","2017/09","1-4 years","1-4",13,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Sep., 2017","2017/09","5-14 years","5-14",14,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Sep., 2017","2017/09","15-24 years","15-24",44,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Sep., 2017","2017/09","25-34 years","25-34",173,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Sep., 2017","2017/09","35-44 years","35-44",343,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Sep., 2017","2017/09","45-54 years","45-54",988,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Sep., 2017","2017/09","55-64 years","55-64",2381,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Sep., 2017","2017/09","65-74 years","65-74",3719,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Sep., 2017","2017/09","75-84 years","75-84",4020,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Sep., 2017","2017/09","85+ years","85+",4013,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Oct., 2017","2017/10","< 1 year","1",46,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Oct., 2017","2017/10","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Oct., 2017","2017/10","5-14 years","5-14",20,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Oct., 2017","2017/10","15-24 years","15-24",45,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Oct., 2017","2017/10","25-34 years","25-34",186,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Oct., 2017","2017/10","35-44 years","35-44",380,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Oct., 2017","2017/10","45-54 years","45-54",1039,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Oct., 2017","2017/10","55-64 years","55-64",2553,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Oct., 2017","2017/10","65-74 years","65-74",3776,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Oct., 2017","2017/10","75-84 years","75-84",4234,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Oct., 2017","2017/10","85+ years","85+",4200,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Nov., 2017","2017/11","< 1 year","1",31,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Nov., 2017","2017/11","1-4 years","1-4",21,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Nov., 2017","2017/11","5-14 years","5-14",22,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Nov., 2017","2017/11","15-24 years","15-24",54,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Nov., 2017","2017/11","25-34 years","25-34",192,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Nov., 2017","2017/11","35-44 years","35-44",365,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Nov., 2017","2017/11","45-54 years","45-54",1017,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Nov., 2017","2017/11","55-64 years","55-64",2531,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Nov., 2017","2017/11","65-74 years","65-74",3934,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Nov., 2017","2017/11","75-84 years","75-84",4204,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Nov., 2017","2017/11","85+ years","85+",4265,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Dec., 2017","2017/12","< 1 year","1",41,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Dec., 2017","2017/12","1-4 years","1-4",25,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Dec., 2017","2017/12","5-14 years","5-14",36,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Dec., 2017","2017/12","15-24 years","15-24",61,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Dec., 2017","2017/12","25-34 years","25-34",212,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Dec., 2017","2017/12","35-44 years","35-44",413,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Dec., 2017","2017/12","45-54 years","45-54",1163,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Dec., 2017","2017/12","55-64 years","55-64",2925,Not Applicable,Not Applicable
,"Other bacterial diseases","A30-A49","2017","2017","Dec., 2017","2017/12","65-74 years","65-74",4357,Not Applicable,Not Applicable
