Disease,Model,Validation Year,Training Years,Year,Month,Age Adjusted Rate,Predicted AAMR,Death,Predicted Death,Excess AAMR,Excess Death
Pneumonia,log_linear_month_fe,,,2010,"Jan., 2010",4.80,,15874.00,,,
Pneumonia,log_linear_month_fe,,,2010,"Feb., 2010",4.20,,13875.00,,,
Pneumonia,log_linear_month_fe,,,2010,"Mar., 2010",4.70,,15500.00,,,
Pneumonia,log_linear_month_fe,,,2010,"Apr., 2010",4.00,,13211.00,,,
Pneumonia,log_linear_month_fe,,,2010,"May, 2010",3.80,,12504.00,,,
Pneumonia,log_linear_month_fe,,,2010,"Jun., 2010",3.50,,11436.00,,,
Pneumonia,log_linear_month_fe,,,2010,"Jul., 2010",3.50,,11472.00,,,
Pneumonia,log_linear_month_fe,,,2010,"Aug., 2010",3.30,,10954.00,,,
Pneumonia,log_linear_month_fe,,,2010,"Sep., 2010",3.40,,11369.00,,,
Pneumonia,log_linear_month_fe,,,2010,"Oct., 2010",3.80,,12537.00,,,
Pneumonia,log_linear_month_fe,,,2010,"Nov., 2010",3.90,,13040.00,,,
Pneumonia,log_linear_month_fe,,,2010,"Dec., 2010",4.50,,14997.00,,,
Pneumonia,log_linear_month_fe,,,2011,"Jan., 2011",5.10,,17468.00,,,
Pneumonia,log_linear_month_fe,,,2011,"Feb., 2011",4.80,,16225.00,,,
Pneumonia,log_linear_month_fe,,,2011,"Mar., 2011",4.90,,16539.00,,,
Pneumonia,log_linear_month_fe,,,2011,"Apr., 2011",4.10,,13834.00,,,
Pneumonia,log_linear_month_fe,,,2011,"May, 2011",3.90,,13303.00,,,
Pneumonia,log_linear_month_fe,,,2011,"Jun., 2011",3.50,,11993.00,,,
Pneumonia,log_linear_month_fe,,,2011,"Jul., 2011",3.40,,11513.00,,,
Pneumonia,log_linear_month_fe,,,2011,"Aug., 2011",3.30,,11220.00,,,
Pneumonia,log_linear_month_fe,,,2011,"Sep., 2011",3.20,,11081.00,,,
Pneumonia,log_linear_month_fe,,,2011,"Oct., 2011",3.60,,12367.00,,,
Pneumonia,log_linear_month_fe,,,2011,"Nov., 2011",3.80,,12859.00,,,
Pneumonia,log_linear_month_fe,,,2011,"Dec., 2011",4.20,,14201.00,,,
Pneumonia,log_linear_month_fe,,,2012,"Jan., 2012",4.50,,15579.00,,,
Pneumonia,log_linear_month_fe,,,2012,"Feb., 2012",4.00,,13985.00,,,
Pneumonia,log_linear_month_fe,,,2012,"Mar., 2012",4.30,,15063.00,,,
Pneumonia,log_linear_month_fe,,,2012,"Apr., 2012",3.70,,13085.00,,,
Pneumonia,log_linear_month_fe,,,2012,"May, 2012",3.50,,12210.00,,,
Pneumonia,log_linear_month_fe,,,2012,"Jun., 2012",3.20,,11118.00,,,
Pneumonia,log_linear_month_fe,,,2012,"Jul., 2012",3.10,,10953.00,,,
Pneumonia,log_linear_month_fe,,,2012,"Aug., 2012",3.20,,11197.00,,,
Pneumonia,log_linear_month_fe,,,2012,"Sep., 2012",3.20,,11226.00,,,
Pneumonia,log_linear_month_fe,,,2012,"Oct., 2012",3.50,,12364.00,,,
Pneumonia,log_linear_month_fe,,,2012,"Nov., 2012",3.60,,12599.00,,,
Pneumonia,log_linear_month_fe,,,2012,"Dec., 2012",4.50,,15719.00,,,
Pneumonia,log_linear_month_fe,,,2013,"Jan., 2013",5.90,,21324.00,,,
Pneumonia,log_linear_month_fe,,,2013,"Feb., 2013",4.40,,15788.00,,,
Pneumonia,log_linear_month_fe,,,2013,"Mar., 2013",4.40,,15621.00,,,
Pneumonia,log_linear_month_fe,,,2013,"Apr., 2013",3.80,,13561.00,,,
Pneumonia,log_linear_month_fe,,,2013,"May, 2013",3.40,,12002.00,,,
Pneumonia,log_linear_month_fe,,,2013,"Jun., 2013",3.20,,11303.00,,,
Pneumonia,log_linear_month_fe,,,2013,"Jul., 2013",3.10,,11043.00,,,
Pneumonia,log_linear_month_fe,,,2013,"Aug., 2013",3.00,,10850.00,,,
Pneumonia,log_linear_month_fe,,,2013,"Sep., 2013",3.00,,10658.00,,,
Pneumonia,log_linear_month_fe,,,2013,"Oct., 2013",3.30,,11752.00,,,
Pneumonia,log_linear_month_fe,,,2013,"Nov., 2013",3.40,,12063.00,,,
Pneumonia,log_linear_month_fe,,,2013,"Dec., 2013",4.10,,14478.00,,,
Pneumonia,log_linear_month_fe,,,2014,"Jan., 2014",5.00,,18123.00,,,
Pneumonia,log_linear_month_fe,,,2014,"Feb., 2014",3.90,,14039.00,,,
Pneumonia,log_linear_month_fe,,,2014,"Mar., 2014",3.90,,14343.00,,,
Pneumonia,log_linear_month_fe,,,2014,"Apr., 2014",3.60,,12961.00,,,
Pneumonia,log_linear_month_fe,,,2014,"May, 2014",3.30,,12132.00,,,
Pneumonia,log_linear_month_fe,,,2014,"Jun., 2014",3.00,,11175.00,,,
Pneumonia,log_linear_month_fe,,,2014,"Jul., 2014",3.00,,10932.00,,,
Pneumonia,log_linear_month_fe,,,2014,"Aug., 2014",2.90,,10645.00,,,
Pneumonia,log_linear_month_fe,,,2014,"Sep., 2014",2.90,,10728.00,,,
Pneumonia,log_linear_month_fe,,,2014,"Oct., 2014",3.20,,11727.00,,,
Pneumonia,log_linear_month_fe,,,2014,"Nov., 2014",3.30,,11948.00,,,
Pneumonia,log_linear_month_fe,,,2014,"Dec., 2014",4.10,,15158.00,,,
Pneumonia,log_linear_month_fe,,,2015,"Jan., 2015",5.20,,19579.00,,,
Pneumonia,log_linear_month_fe,,,2015,"Feb., 2015",4.10,,15386.00,,,
Pneumonia,log_linear_month_fe,,,2015,"Mar., 2015",4.10,,15392.00,,,
Pneumonia,log_linear_month_fe,,,2015,"Apr., 2015",3.60,,13585.00,,,
Pneumonia,log_linear_month_fe,,,2015,"May, 2015",3.30,,12420.00,,,
Pneumonia,log_linear_month_fe,,,2015,"Jun., 2015",3.00,,11324.00,,,
Pneumonia,log_linear_month_fe,,,2015,"Jul., 2015",3.00,,11181.00,,,
Pneumonia,log_linear_month_fe,,,2015,"Aug., 2015",2.90,,10820.00,,,
Pneumonia,log_linear_month_fe,,,2015,"Sep., 2015",2.90,,10773.00,,,
Pneumonia,log_linear_month_fe,,,2015,"Oct., 2015",3.10,,11785.00,,,
Pneumonia,log_linear_month_fe,,,2015,"Nov., 2015",3.20,,11870.00,,,
Pneumonia,log_linear_month_fe,,,2015,"Dec., 2015",3.50,,13174.00,,,
Pneumonia,log_linear_month_fe,,,2016,"Jan., 2016",4.00,,15439.00,,,
Pneumonia,log_linear_month_fe,,,2016,"Feb., 2016",3.70,,14069.00,,,
Pneumonia,log_linear_month_fe,,,2016,"Mar., 2016",4.00,,15413.00,,,
Pneumonia,log_linear_month_fe,,,2016,"Apr., 2016",3.50,,13267.00,,,
Pneumonia,log_linear_month_fe,,,2016,"May, 2016",3.10,,12010.00,,,
Pneumonia,log_linear_month_fe,,,2016,"Jun., 2016",2.80,,10582.00,,,
Pneumonia,log_linear_month_fe,,,2016,"Jul., 2016",2.80,,10551.00,,,
Pneumonia,log_linear_month_fe,,,2016,"Aug., 2016",2.70,,10427.00,,,
Pneumonia,log_linear_month_fe,,,2016,"Sep., 2016",2.80,,10799.00,,,
Pneumonia,log_linear_month_fe,,,2016,"Oct., 2016",3.10,,11643.00,,,
Pneumonia,log_linear_month_fe,,,2016,"Nov., 2016",3.00,,11601.00,,,
Pneumonia,log_linear_month_fe,,,2016,"Dec., 2016",3.70,,14052.00,,,
Pneumonia,log_linear_month_fe,,,2017,"Jan., 2017",4.30,,16625.00,,,
Pneumonia,log_linear_month_fe,,,2017,"Feb., 2017",3.80,,14663.00,,,
Pneumonia,log_linear_month_fe,,,2017,"Mar., 2017",3.90,,15044.00,,,
Pneumonia,log_linear_month_fe,,,2017,"Apr., 2017",3.30,,12903.00,,,
Pneumonia,log_linear_month_fe,,,2017,"May, 2017",3.00,,11640.00,,,
Pneumonia,log_linear_month_fe,,,2017,"Jun., 2017",2.80,,10811.00,,,
Pneumonia,log_linear_month_fe,,,2017,"Jul., 2017",2.70,,10547.00,,,
Pneumonia,log_linear_month_fe,,,2017,"Aug., 2017",2.60,,10162.00,,,
Pneumonia,log_linear_month_fe,,,2017,"Sep., 2017",2.70,,10449.00,,,
Pneumonia,log_linear_month_fe,,,2017,"Oct., 2017",3.00,,11598.00,,,
Pneumonia,log_linear_month_fe,,,2017,"Nov., 2017",3.00,,11714.00,,,
Pneumonia,log_linear_month_fe,,,2017,"Dec., 2017",3.70,,14517.00,,,
Pneumonia,log_linear_month_fe,2018.0,2010-2017,2018,"Jan., 2018",5.00,4.20,19694.00,16728.20,0.80,2965.80
Pneumonia,log_linear_month_fe,2018.0,2010-2017,2018,"Feb., 2018",3.80,3.60,15179.00,14162.90,0.20,1016.10
Pneumonia,log_linear_month_fe,2018.0,2010-2017,2018,"Mar., 2018",3.60,3.70,14343.00,14763.40,-0.10,-420.40
Pneumonia,log_linear_month_fe,2018.0,2010-2017,2018,"Apr., 2018",3.10,3.20,12437.00,12786.30,-0.10,-349.30
Pneumonia,log_linear_month_fe,2018.0,2010-2017,2018,"May, 2018",2.80,2.90,11082.00,11797.70,-0.10,-715.70
Pneumonia,log_linear_month_fe,2018.0,2010-2017,2018,"Jun., 2018",2.60,2.70,10349.00,10780.00,-0.10,-431.00
Pneumonia,log_linear_month_fe,2018.0,2010-2017,2018,"Jul., 2018",2.50,2.70,10098.00,10595.30,-0.20,-497.30
Pneumonia,log_linear_month_fe,2018.0,2010-2017,2018,"Aug., 2018",2.50,2.60,9874.00,10364.70,-0.10,-490.70
Pneumonia,log_linear_month_fe,2018.0,2010-2017,2018,"Sep., 2018",2.50,2.60,10058.00,10463.40,-0.10,-405.40
Pneumonia,log_linear_month_fe,2018.0,2010-2017,2018,"Oct., 2018",2.80,2.90,11078.00,11506.50,-0.10,-428.50
Pneumonia,log_linear_month_fe,2018.0,2010-2017,2018,"Nov., 2018",2.80,2.90,11287.00,11732.30,-0.10,-445.30
Pneumonia,log_linear_month_fe,2018.0,2010-2017,2018,"Dec., 2018",3.30,3.50,13019.00,13960.80,-0.20,-941.80
Pneumonia,log_linear_month_fe,2019.0,2010-2018,2019,"Jan., 2019",3.60,4.10,14683.00,16788.40,-0.50,-2105.40
Pneumonia,log_linear_month_fe,2019.0,2010-2018,2019,"Feb., 2019",3.20,3.50,12931.00,14066.30,-0.30,-1135.30
Pneumonia,log_linear_month_fe,2019.0,2010-2018,2019,"Mar., 2019",3.50,3.60,14035.00,14503.70,-0.10,-468.70
Pneumonia,log_linear_month_fe,2019.0,2010-2018,2019,"Apr., 2019",3.00,3.10,12144.00,12563.00,-0.10,-419.00
Pneumonia,log_linear_month_fe,2019.0,2010-2018,2019,"May, 2019",2.90,2.80,11714.00,11546.80,0.10,167.20
Pneumonia,log_linear_month_fe,2019.0,2010-2018,2019,"Jun., 2019",2.60,2.60,10563.00,10576.30,0.00,-13.30
Pneumonia,log_linear_month_fe,2019.0,2010-2018,2019,"Jul., 2019",2.50,2.50,10184.00,10386.70,0.00,-202.70
Pneumonia,log_linear_month_fe,2019.0,2010-2018,2019,"Aug., 2019",2.40,2.50,9813.00,10160.20,-0.10,-347.20
Pneumonia,log_linear_month_fe,2019.0,2010-2018,2019,"Sep., 2019",2.40,2.50,9548.00,10267.10,-0.10,-719.10
Pneumonia,log_linear_month_fe,2019.0,2010-2018,2019,"Oct., 2019",2.60,2.80,10680.00,11292.70,-0.20,-612.70
Pneumonia,log_linear_month_fe,2019.0,2010-2018,2019,"Nov., 2019",2.70,2.80,11001.00,11513.30,-0.10,-512.30
Pneumonia,log_linear_month_fe,2019.0,2010-2018,2019,"Dec., 2019",3.20,3.30,12896.00,13652.90,-0.10,-756.90
Pneumonia,log_linear_month_fe,,2010-2019,2020,"Jan., 2020",3.60,3.90,14945.00,16175.30,-0.30,-1230.30
Pneumonia,log_linear_month_fe,,2010-2019,2020,"Feb., 2020",3.20,3.30,13195.00,13620.30,-0.10,-425.30
Pneumonia,log_linear_month_fe,,2010-2019,2020,"Mar., 2020",4.70,3.40,19133.00,14116.00,1.30,5017.00
Pneumonia,log_linear_month_fe,,2010-2019,2020,"Apr., 2020",10.20,2.90,41981.00,12225.90,7.30,29755.10
Pneumonia,log_linear_month_fe,,2010-2019,2020,"May, 2020",6.20,2.70,25683.00,11291.40,3.50,14391.60
Pneumonia,log_linear_month_fe,,2010-2019,2020,"Jun., 2020",4.10,2.50,16919.00,10326.20,1.60,6592.80
Pneumonia,log_linear_month_fe,,2010-2019,2020,"Jul., 2020",5.90,2.40,24005.00,10122.40,3.50,13882.60
Pneumonia,log_linear_month_fe,,2010-2019,2020,"Aug., 2020",5.90,2.40,24303.00,9886.70,3.50,14416.30
Pneumonia,log_linear_month_fe,,2010-2019,2020,"Sep., 2020",4.50,2.40,18616.00,9953.10,2.10,8662.90
Pneumonia,log_linear_month_fe,,2010-2019,2020,"Oct., 2020",5.20,2.60,21405.00,10965.70,2.60,10439.30
Pneumonia,log_linear_month_fe,,2010-2019,2020,"Nov., 2020",8.30,2.70,34127.00,11191.40,5.60,22935.60
Pneumonia,log_linear_month_fe,,2010-2019,2020,"Dec., 2020",13.90,3.20,57312.00,13255.90,10.70,44056.10
Pneumonia,log_linear_month_fe,,2010-2019,2021,"Jan., 2021",16.00,3.70,64445.00,15975.80,12.30,48469.20
Pneumonia,log_linear_month_fe,,2010-2019,2021,"Feb., 2021",8.60,3.20,34871.00,13452.30,5.40,21418.70
Pneumonia,log_linear_month_fe,,2010-2019,2021,"Mar., 2021",5.40,3.30,21981.00,13942.00,2.10,8039.00
Pneumonia,log_linear_month_fe,,2010-2019,2021,"Apr., 2021",4.70,2.80,18831.00,12075.20,1.90,6755.80
Pneumonia,log_linear_month_fe,,2010-2019,2021,"May, 2021",4.30,2.60,17160.00,11152.10,1.70,6007.90
Pneumonia,log_linear_month_fe,,2010-2019,2021,"Jun., 2021",3.40,2.40,13603.00,10198.90,1.00,3404.10
Pneumonia,log_linear_month_fe,,2010-2019,2021,"Jul., 2021",4.00,2.30,15964.00,9997.60,1.70,5966.40
Pneumonia,log_linear_month_fe,,2010-2019,2021,"Aug., 2021",9.80,2.30,38564.00,9764.80,7.50,28799.20
Pneumonia,log_linear_month_fe,,2010-2019,2021,"Sep., 2021",12.00,2.30,47475.00,9830.30,9.70,37644.70
Pneumonia,log_linear_month_fe,,2010-2019,2021,"Oct., 2021",8.90,2.50,35424.00,10830.50,6.40,24593.50
Pneumonia,log_linear_month_fe,,2010-2019,2021,"Nov., 2021",7.20,2.60,28891.00,11053.40,4.60,17837.60
Pneumonia,log_linear_month_fe,,2010-2019,2021,"Dec., 2021",9.30,3.10,37420.00,13092.40,6.20,24327.60
Pneumonia,log_linear_month_fe,,2010-2019,2022,"Jan., 2022",12.80,3.60,53479.00,15778.80,9.20,37700.20
Pneumonia,log_linear_month_fe,,2010-2019,2022,"Feb., 2022",8.20,3.10,34470.00,13286.40,5.10,21183.60
Pneumonia,log_linear_month_fe,,2010-2019,2022,"Mar., 2022",4.10,3.20,17244.00,13770.00,0.90,3474.00
Pneumonia,log_linear_month_fe,,2010-2019,2022,"Apr., 2022",2.90,2.70,12247.00,11926.30,0.20,320.70
Pneumonia,log_linear_month_fe,,2010-2019,2022,"May, 2022",3.10,2.50,12718.00,11014.60,0.60,1703.40
Pneumonia,log_linear_month_fe,,2010-2019,2022,"Jun., 2022",3.10,2.30,12834.00,10073.10,0.80,2760.90
Pneumonia,log_linear_month_fe,,2010-2019,2022,"Jul., 2022",3.30,2.30,13956.00,9874.30,1.00,4081.70
Pneumonia,log_linear_month_fe,,2010-2019,2022,"Aug., 2022",3.40,2.20,14135.00,9644.40,1.20,4490.60
Pneumonia,log_linear_month_fe,,2010-2019,2022,"Sep., 2022",3.20,2.20,13170.00,9709.10,1.00,3460.90
Pneumonia,log_linear_month_fe,,2010-2019,2022,"Oct., 2022",3.30,2.50,13717.00,10696.90,0.80,3020.10
Pneumonia,log_linear_month_fe,,2010-2019,2022,"Nov., 2022",3.60,2.50,14893.00,10917.10,1.10,3975.90
Pneumonia,log_linear_month_fe,,2010-2019,2022,"Dec., 2022",4.60,3.00,19162.00,12931.00,1.60,6231.00
Pneumonia,log_linear_month_fe,,2010-2019,2023,"Jan., 2023",4.50,3.50,18929.00,15584.20,1.00,3344.80
Pneumonia,log_linear_month_fe,,2010-2019,2023,"Feb., 2023",3.40,3.00,14272.00,13122.60,0.40,1149.40
Pneumonia,log_linear_month_fe,,2010-2019,2023,"Mar., 2023",3.50,3.10,14507.00,13600.20,0.40,906.80
Pneumonia,log_linear_month_fe,,2010-2019,2023,"Apr., 2023",3.10,2.60,12991.00,11779.20,0.50,1211.80
Pneumonia,log_linear_month_fe,,2010-2019,2023,"May, 2023",2.90,2.40,12219.00,10878.80,0.50,1340.20
Pneumonia,log_linear_month_fe,,2010-2019,2023,"Jun., 2023",2.70,2.20,11137.00,9948.90,0.50,1188.10
Pneumonia,log_linear_month_fe,,2010-2019,2023,"Jul., 2023",2.50,2.20,10699.00,9752.50,0.30,946.50
Pneumonia,log_linear_month_fe,,2010-2019,2023,"Aug., 2023",2.70,2.10,11361.00,9525.50,0.60,1835.50
Pneumonia,log_linear_month_fe,,2010-2019,2023,"Sep., 2023",2.90,2.10,12249.00,9589.40,0.80,2659.60
Pneumonia,log_linear_month_fe,,2010-2019,2023,"Oct., 2023",3.10,2.40,12858.00,10565.00,0.70,2293.00
Pneumonia,log_linear_month_fe,,2010-2019,2023,"Nov., 2023",3.20,2.40,13489.00,10782.50,0.80,2706.50
Pneumonia,log_linear_month_fe,,2010-2019,2023,"Dec., 2023",3.90,2.90,16513.00,12771.50,1.00,3741.50
Pneumonia,log_linear_month_fe,,2010-2019,2024,"Jan., 2024",4.30,3.40,18801.00,15392.10,0.90,3408.90
Pneumonia,log_linear_month_fe,,2010-2019,2024,"Feb., 2024",3.30,2.90,14148.00,12960.80,0.40,1187.20
Pneumonia,log_linear_month_fe,,2010-2019,2024,"Mar., 2024",3.20,3.00,13872.00,13432.50,0.20,439.50
Pneumonia,log_linear_month_fe,,2010-2019,2024,"Apr., 2024",2.90,2.60,12368.00,11633.90,0.30,734.10
Pneumonia,log_linear_month_fe,,2010-2019,2024,"May, 2024",2.70,2.40,11699.00,10744.70,0.30,954.30
Pneumonia,log_linear_month_fe,,2010-2019,2024,"Jun., 2024",2.60,2.20,11183.00,9826.20,0.40,1356.80
Pneumonia,log_linear_month_fe,,2010-2019,2024,"Jul., 2024",2.70,2.10,11735.00,9632.30,0.60,2102.70
Pneumonia,log_linear_month_fe,,2010-2019,2024,"Aug., 2024",2.70,2.10,11943.00,9408.00,0.60,2535.00
Pneumonia,log_linear_month_fe,,2010-2019,2024,"Sep., 2024",2.70,2.10,11799.00,9471.10,0.60,2327.90
Pneumonia,log_linear_month_fe,,2010-2019,2024,"Oct., 2024",2.80,2.30,12249.00,10434.70,0.50,1814.30
Pneumonia,log_linear_month_fe,,2010-2019,2024,"Nov., 2024",2.70,2.30,11616.00,10649.60,0.40,966.40
Pneumonia,log_linear_month_fe,,2010-2019,2024,"Dec., 2024",3.30,2.80,14272.00,12614.10,0.50,1657.90
Pneumonia,log_linear_month_fe,,2010-2019,2025,"Jan., 2025",4.10,3.30,17806.00,15202.30,0.80,2603.70
Pneumonia,log_linear_month_fe,,2010-2019,2025,"Feb., 2025",3.60,2.80,15666.00,12801.00,0.80,2865.00
Pneumonia,log_linear_month_fe,,2010-2019,2025,"Mar., 2025",3.40,2.90,14841.00,13266.90,0.50,1574.10
Pneumonia,log_linear_month_fe,,2010-2019,2025,"Apr., 2025",3.00,2.50,12777.00,11490.50,0.50,1286.50
Pneumonia,log_linear_month_fe,,2010-2019,2025,"May., 2025",2.70,2.30,11917.00,10612.20,0.40,1304.80
Pneumonia,log_linear_month_fe,,2010-2019,2025,"Jun., 2025",2.50,2.10,10995.00,9705.10,0.40,1289.90
Pneumonia,log_linear_month_fe,,2010-2019,2025,"Jul., 2025",2.50,2.00,10817.00,9513.50,0.50,1303.50
Pneumonia,log_linear_month_fe,,2010-2019,2025,"Aug., 2025",2.40,2.00,10657.00,9292.00,0.40,1365.00
Pneumonia,log_linear_month_fe,,2010-2019,2025,"Sep., 2025",2.50,2.00,10845.00,9354.30,0.50,1490.70
Pneumonia,log_linear_month_fe,,2010-2019,2025,"Oct., 2025",2.60,2.20,11396.00,10306.00,0.40,1090.00
Pneumonia,log_linear_month_fe,,2010-2019,2025,"Nov., 2025",2.60,2.30,11266.00,10518.20,0.30,747.80
Pneumonia,log_linear_month_fe,,2010-2019,2025,"Dec., 2025",3.10,2.70,13446.00,12458.50,0.40,987.50
Pneumonia/ARDS,linear_month_fe,,,2010,"Jan., 2010",0.10,,351.00,,,
Pneumonia/ARDS,linear_month_fe,,,2010,"Feb., 2010",0.10,,298.00,,,
Pneumonia/ARDS,linear_month_fe,,,2010,"Mar., 2010",0.10,,338.00,,,
Pneumonia/ARDS,linear_month_fe,,,2010,"Apr., 2010",0.10,,283.00,,,
Pneumonia/ARDS,linear_month_fe,,,2010,"May, 2010",0.10,,259.00,,,
Pneumonia/ARDS,linear_month_fe,,,2010,"Jun., 2010",0.10,,217.00,,,
Pneumonia/ARDS,linear_month_fe,,,2010,"Jul., 2010",0.10,,227.00,,,
Pneumonia/ARDS,linear_month_fe,,,2010,"Aug., 2010",0.10,,234.00,,,
Pneumonia/ARDS,linear_month_fe,,,2010,"Sep., 2010",0.10,,236.00,,,
Pneumonia/ARDS,linear_month_fe,,,2010,"Oct., 2010",0.10,,261.00,,,
Pneumonia/ARDS,linear_month_fe,,,2010,"Nov., 2010",0.10,,227.00,,,
Pneumonia/ARDS,linear_month_fe,,,2010,"Dec., 2010",0.10,,268.00,,,
Pneumonia/ARDS,linear_month_fe,,,2011,"Jan., 2011",0.10,,370.00,,,
Pneumonia/ARDS,linear_month_fe,,,2011,"Feb., 2011",0.10,,365.00,,,
Pneumonia/ARDS,linear_month_fe,,,2011,"Mar., 2011",0.10,,409.00,,,
Pneumonia/ARDS,linear_month_fe,,,2011,"Apr., 2011",0.10,,282.00,,,
Pneumonia/ARDS,linear_month_fe,,,2011,"May, 2011",0.10,,285.00,,,
Pneumonia/ARDS,linear_month_fe,,,2011,"Jun., 2011",0.10,,218.00,,,
Pneumonia/ARDS,linear_month_fe,,,2011,"Jul., 2011",0.10,,214.00,,,
Pneumonia/ARDS,linear_month_fe,,,2011,"Aug., 2011",0.10,,218.00,,,
Pneumonia/ARDS,linear_month_fe,,,2011,"Sep., 2011",0.10,,219.00,,,
Pneumonia/ARDS,linear_month_fe,,,2011,"Oct., 2011",0.10,,252.00,,,
Pneumonia/ARDS,linear_month_fe,,,2011,"Nov., 2011",0.10,,239.00,,,
Pneumonia/ARDS,linear_month_fe,,,2011,"Dec., 2011",0.10,,307.00,,,
Pneumonia/ARDS,linear_month_fe,,,2012,"Jan., 2012",0.10,,291.00,,,
Pneumonia/ARDS,linear_month_fe,,,2012,"Feb., 2012",0.10,,268.00,,,
Pneumonia/ARDS,linear_month_fe,,,2012,"Mar., 2012",0.10,,303.00,,,
Pneumonia/ARDS,linear_month_fe,,,2012,"Apr., 2012",0.10,,261.00,,,
Pneumonia/ARDS,linear_month_fe,,,2012,"May, 2012",0.10,,251.00,,,
Pneumonia/ARDS,linear_month_fe,,,2012,"Jun., 2012",0.10,,220.00,,,
Pneumonia/ARDS,linear_month_fe,,,2012,"Jul., 2012",0.10,,212.00,,,
Pneumonia/ARDS,linear_month_fe,,,2012,"Aug., 2012",0.10,,239.00,,,
Pneumonia/ARDS,linear_month_fe,,,2012,"Sep., 2012",0.10,,215.00,,,
Pneumonia/ARDS,linear_month_fe,,,2012,"Oct., 2012",0.10,,273.00,,,
Pneumonia/ARDS,linear_month_fe,,,2012,"Nov., 2012",0.10,,250.00,,,
Pneumonia/ARDS,linear_month_fe,,,2012,"Dec., 2012",0.10,,303.00,,,
Pneumonia/ARDS,linear_month_fe,,,2013,"Jan., 2013",0.10,,398.00,,,
Pneumonia/ARDS,linear_month_fe,,,2013,"Feb., 2013",0.10,,320.00,,,
Pneumonia/ARDS,linear_month_fe,,,2013,"Mar., 2013",0.10,,327.00,,,
Pneumonia/ARDS,linear_month_fe,,,2013,"Apr., 2013",0.10,,296.00,,,
Pneumonia/ARDS,linear_month_fe,,,2013,"May, 2013",0.10,,270.00,,,
Pneumonia/ARDS,linear_month_fe,,,2013,"Jun., 2013",0.10,,249.00,,,
Pneumonia/ARDS,linear_month_fe,,,2013,"Jul., 2013",0.10,,237.00,,,
Pneumonia/ARDS,linear_month_fe,,,2013,"Aug., 2013",0.10,,261.00,,,
Pneumonia/ARDS,linear_month_fe,,,2013,"Sep., 2013",0.10,,244.00,,,
Pneumonia/ARDS,linear_month_fe,,,2013,"Oct., 2013",0.10,,245.00,,,
Pneumonia/ARDS,linear_month_fe,,,2013,"Nov., 2013",0.10,,260.00,,,
Pneumonia/ARDS,linear_month_fe,,,2013,"Dec., 2013",0.10,,420.00,,,
Pneumonia/ARDS,linear_month_fe,,,2014,"Jan., 2014",0.20,,676.00,,,
Pneumonia/ARDS,linear_month_fe,,,2014,"Feb., 2014",0.10,,455.00,,,
Pneumonia/ARDS,linear_month_fe,,,2014,"Mar., 2014",0.10,,346.00,,,
Pneumonia/ARDS,linear_month_fe,,,2014,"Apr., 2014",0.10,,312.00,,,
Pneumonia/ARDS,linear_month_fe,,,2014,"May, 2014",0.10,,285.00,,,
Pneumonia/ARDS,linear_month_fe,,,2014,"Jun., 2014",0.10,,234.00,,,
Pneumonia/ARDS,linear_month_fe,,,2014,"Jul., 2014",0.10,,239.00,,,
Pneumonia/ARDS,linear_month_fe,,,2014,"Aug., 2014",0.10,,241.00,,,
Pneumonia/ARDS,linear_month_fe,,,2014,"Sep., 2014",0.10,,214.00,,,
Pneumonia/ARDS,linear_month_fe,,,2014,"Oct., 2014",0.10,,267.00,,,
Pneumonia/ARDS,linear_month_fe,,,2014,"Nov., 2014",0.10,,273.00,,,
Pneumonia/ARDS,linear_month_fe,,,2014,"Dec., 2014",0.10,,307.00,,,
Pneumonia/ARDS,linear_month_fe,,,2015,"Jan., 2015",0.10,,384.00,,,
Pneumonia/ARDS,linear_month_fe,,,2015,"Feb., 2015",0.10,,342.00,,,
Pneumonia/ARDS,linear_month_fe,,,2015,"Mar., 2015",0.10,,382.00,,,
Pneumonia/ARDS,linear_month_fe,,,2015,"Apr., 2015",0.10,,301.00,,,
Pneumonia/ARDS,linear_month_fe,,,2015,"May, 2015",0.10,,272.00,,,
Pneumonia/ARDS,linear_month_fe,,,2015,"Jun., 2015",0.10,,287.00,,,
Pneumonia/ARDS,linear_month_fe,,,2015,"Jul., 2015",0.10,,245.00,,,
