Outcome,Period,State,State Code,Deaths,Population,"Crude rate (/100,000)","AAMR (/100,000)"
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),South Carolina,45.0,7702.0,48750113.0,15.798937737846884,13.548079915219887
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),South Dakota,46.0,896.0,8530151.0,10.503917222567338,8.30420892900958
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Tennessee,47.0,11769.0,65817692.0,17.88121041983666,15.592008856828343
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Texas,48.0,35267.0,271618628.0,12.984013747392908,14.09543457012087
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Utah,49.0,1968.0,29796200.0,6.604869077264887,8.169493136708708
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Vermont,50.0,458.0,6255956.0,7.321023357581159,5.640351514620627
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Virginia,51.0,9510.0,83188214.0,11.431907890221083,10.563604123055221
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Washington,53.0,7419.0,71499104.0,10.376353807174983,9.392679004760675
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),West Virginia,54.0,4177.0,18357467.0,22.753683827948596,16.9439200299257
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Wisconsin,55.0,4722.0,57606958.0,8.196926489331377,6.607730673784234
Sepsis+ Pneumonia,Pre-pandemic (2010-2019),Wyoming,56.0,503.0,5782426.0,8.698771069443863,7.6334773501641005
